#       Tempo      Altitude       Vel rad     Vel theta    Vel lambda    Raio balão
 130.50000000 1460.62169357    4.56107484    0.00548666   -0.00100861    1.22423009
 130.60000000 1461.07778888    4.56083147    0.00548637   -0.00100865    1.22423574
 130.70000000 1461.53385986    4.56058808    0.00548607   -0.00100869    1.22424139
 130.80000000 1461.98990649    4.56034469    0.00548578   -0.00100872    1.22424704
 130.90000000 1462.44592879    4.56010129    0.00548549   -0.00100876    1.22425269
 131.00000000 1462.90192675    4.55985788    0.00548520   -0.00100880    1.22425834
 131.10000000 1463.35790036    4.55961445    0.00548491   -0.00100883    1.22426399
 131.20000000 1463.81384963    4.55937102    0.00548462   -0.00100887    1.22426964
 131.30000000 1464.26977456    4.55912758    0.00548432   -0.00100891    1.22427528
 131.40000000 1464.72567514    4.55888412    0.00548403   -0.00100894    1.22428093
 131.50000000 1465.18155138    4.55864066    0.00548374   -0.00100898    1.22428658
 131.60000000 1465.63740327    4.55839718    0.00548345   -0.00100902    1.22429223
 131.70000000 1466.09323081    4.55815370    0.00548316   -0.00100905    1.22429788
 131.80000000 1466.54903401    4.55791020    0.00548287   -0.00100909    1.22430352
 131.90000000 1467.00481285    4.55766670    0.00548257   -0.00100913    1.22430917
 132.00000000 1467.46056734    4.55742318    0.00548228   -0.00100916    1.22431482
 132.10000000 1467.91629748    4.55717965    0.00548199   -0.00100920    1.22432047
 132.20000000 1468.37200326    4.55693612    0.00548170   -0.00100924    1.22432611
 132.30000000 1468.82768469    4.55669257    0.00548141   -0.00100927    1.22433176
 132.40000000 1469.28334177    4.55644901    0.00548112   -0.00100931    1.22433741
 132.50000000 1469.73897449    4.55620545    0.00548082   -0.00100935    1.22434305
 132.60000000 1470.19458285    4.55596187    0.00548053   -0.00100938    1.22434870
 132.70000000 1470.65016686    4.55571828    0.00548024   -0.00100942    1.22435435
 132.80000000 1471.10572650    4.55547468    0.00547995   -0.00100946    1.22435999
 132.90000000 1471.56126179    4.55523107    0.00547966   -0.00100949    1.22436564
 133.00000000 1472.01677271    4.55498745    0.00547936   -0.00100953    1.22437128
 133.10000000 1472.47225927    4.55474382    0.00547907   -0.00100957    1.22437693
 133.20000000 1472.92772147    4.55450018    0.00547878   -0.00100960    1.22438258
 133.30000000 1473.38315931    4.55425653    0.00547849   -0.00100964    1.22438822
 133.40000000 1473.83857277    4.55401287    0.00547820   -0.00100968    1.22439387
 133.50000000 1474.29396188    4.55376920    0.00547791   -0.00100971    1.22439951
 133.60000000 1474.74932661    4.55352552    0.00547761   -0.00100975    1.22440516
 133.70000000 1475.20466697    4.55328182    0.00547732   -0.00100978    1.22441080
 133.80000000 1475.65998297    4.55303812    0.00547703   -0.00100982    1.22441644
 133.90000000 1476.11527459    4.55279441    0.00547674   -0.00100986    1.22442209
 134.00000000 1476.57054185    4.55255069    0.00547645   -0.00100989    1.22442773
 134.10000000 1477.02578473    4.55230695    0.00547615   -0.00100993    1.22443338
 134.20000000 1477.48100323    4.55206321    0.00547586   -0.00100997    1.22443902
 134.30000000 1477.93619736    4.55181946    0.00547557   -0.00101000    1.22444467
 134.40000000 1478.39136712    4.55157569    0.00547528   -0.00101004    1.22445031
 134.50000000 1478.84651249    4.55133192    0.00547499   -0.00101008    1.22445595
 134.60000000 1479.30163349    4.55108813    0.00547469   -0.00101011    1.22446160
 134.70000000 1479.75673012    4.55084434    0.00547440   -0.00101015    1.22446724
 134.80000000 1480.21180236    4.55060053    0.00547411   -0.00101019    1.22447288
 134.90000000 1480.66685022    4.55035671    0.00547382   -0.00101022    1.22447852
 135.00000000 1481.12187370    4.55011289    0.00547352   -0.00101026    1.22448417
 135.10000000 1481.57687279    4.54986905    0.00547323   -0.00101030    1.22448981
 135.20000000 1482.03184750    4.54962521    0.00547294   -0.00101033    1.22449545
 135.30000000 1482.48679783    4.54938135    0.00547265   -0.00101037    1.22450109
 135.40000000 1482.94172376    4.54913748    0.00547236   -0.00101041    1.22450674
 135.50000000 1483.39662532    4.54889360    0.00547206   -0.00101044    1.22451238
 135.60000000 1483.85150248    4.54864971    0.00547177   -0.00101048    1.22451802
 135.70000000 1484.30635525    4.54840582    0.00547148   -0.00101052    1.22452366
 135.80000000 1484.76118364    4.54816191    0.00547119   -0.00101055    1.22452930
 135.90000000 1485.21598763    4.54791799    0.00547090   -0.00101059    1.22453494
 136.00000000 1485.67076723    4.54767406    0.00547060   -0.00101063    1.22454059
 136.10000000 1486.12552244    4.54743012    0.00547031   -0.00101066    1.22454623
 136.20000000 1486.58025325    4.54718617    0.00547002   -0.00101070    1.22455187
 136.30000000 1487.03495967    4.54694221    0.00546973   -0.00101074    1.22455751
 136.40000000 1487.48964169    4.54669823    0.00546943   -0.00101077    1.22456315
 136.50000000 1487.94429931    4.54645425    0.00546914   -0.00101081    1.22456879
 136.60000000 1488.39893253    4.54621026    0.00546885   -0.00101084    1.22457443
 136.70000000 1488.85354136    4.54596626    0.00546856   -0.00101088    1.22458007
 136.80000000 1489.30812579    4.54572225    0.00546826   -0.00101092    1.22458571
 136.90000000 1489.76268581    4.54547822    0.00546797   -0.00101095    1.22459135
 137.00000000 1490.21722143    4.54523419    0.00546768   -0.00101099    1.22459699
 137.10000000 1490.67173264    4.54499015    0.00546739   -0.00101103    1.22460263
 137.20000000 1491.12621945    4.54474609    0.00546710   -0.00101106    1.22460827
 137.30000000 1491.58068186    4.54450203    0.00546680   -0.00101110    1.22461391
 137.40000000 1492.03511985    4.54425796    0.00546651   -0.00101114    1.22461955
 137.50000000 1492.48953344    4.54401387    0.00546622   -0.00101117    1.22462518
 137.60000000 1492.94392262    4.54376978    0.00546593   -0.00101121    1.22463082
 137.70000000 1493.39828739    4.54352567    0.00546563   -0.00101125    1.22463646
 137.80000000 1493.85262775    4.54328156    0.00546534   -0.00101128    1.22464210
 137.90000000 1494.30694370    4.54303743    0.00546505   -0.00101132    1.22464774
 138.00000000 1494.76123523    4.54279329    0.00546476   -0.00101136    1.22465338
 138.10000000 1495.21550235    4.54254915    0.00546446   -0.00101139    1.22465901
 138.20000000 1495.66974506    4.54230499    0.00546417   -0.00101143    1.22466465
 138.30000000 1496.12396335    4.54206082    0.00546388   -0.00101147    1.22467029
 138.40000000 1496.57815722    4.54181664    0.00546359   -0.00101150    1.22467593
 138.50000000 1497.03232667    4.54157246    0.00546329   -0.00101154    1.22468156
 138.60000000 1497.48647170    4.54132826    0.00546300   -0.00101158    1.22468720
 138.70000000 1497.94059232    4.54108405    0.00546271   -0.00101161    1.22469284
 138.80000000 1498.39468851    4.54083983    0.00546242   -0.00101165    1.22469847
 138.90000000 1498.84876028    4.54059560    0.00546212   -0.00101169    1.22470411
 139.00000000 1499.30280762    4.54035136    0.00546183   -0.00101172    1.22470975
 139.10000000 1499.75683055    4.54010711    0.00546154   -0.00101176    1.22471538
 139.20000000 1500.21082904    4.53986285    0.00546124   -0.00101179    1.22472102
 139.30000000 1500.66480311    4.53961858    0.00546095   -0.00101183    1.22472666
 139.40000000 1501.11875275    4.53937430    0.00546066   -0.00101187    1.22473229
 139.50000000 1501.57267797    4.53913001    0.00546037   -0.00101190    1.22473793
 139.60000000 1502.02657875    4.53888571    0.00546007   -0.00101194    1.22474356
 139.70000000 1502.48045510    4.53864139    0.00545978   -0.00101198    1.22474920
 139.80000000 1502.93430702    4.53839707    0.00545949   -0.00101201    1.22475483
 139.90000000 1503.38813451    4.53815274    0.00545920   -0.00101205    1.22476047
 140.00000000 1503.84193756    4.53790840    0.00545890   -0.00101209    1.22476610
 140.10000000 1504.29571618    4.53766404    0.00545861   -0.00101212    1.22477174
 140.20000000 1504.74947037    4.53741968    0.00545832   -0.00101216    1.22477737
 140.30000000 1505.20320011    4.53717530    0.00545802   -0.00101220    1.22478301
 140.40000000 1505.65690542    4.53693092    0.00545773   -0.00101223    1.22478864
 140.50000000 1506.11058629    4.53668653    0.00545744   -0.00101227    1.22479428
 140.60000000 1506.56424272    4.53644212    0.00545715   -0.00101231    1.22479991
 140.70000000 1507.01787471    4.53619771    0.00545685   -0.00101234    1.22480554
 140.80000000 1507.47148226    4.53595328    0.00545656   -0.00101238    1.22481118
 140.90000000 1507.92506536    4.53570884    0.00545627   -0.00101242    1.22481681
 141.00000000 1508.37862402    4.53546440    0.00545597   -0.00101245    1.22482244
 141.10000000 1508.83215824    4.53521994    0.00545568   -0.00101249    1.22482808
 141.20000000 1509.28566801    4.53497547    0.00545539   -0.00101253    1.22483371
 141.30000000 1509.73915333    4.53473100    0.00545510   -0.00101256    1.22483934
 141.40000000 1510.19261420    4.53448651    0.00545480   -0.00101260    1.22484498
 141.50000000 1510.64605062    4.53424201    0.00545451   -0.00101263    1.22485061
 141.60000000 1511.09946260    4.53399750    0.00545422   -0.00101267    1.22485624
 141.70000000 1511.55285012    4.53375298    0.00545392   -0.00101271    1.22486187
 141.80000000 1512.00621319    4.53350846    0.00545363   -0.00101274    1.22486750
 141.90000000 1512.45955180    4.53326392    0.00545334   -0.00101278    1.22487314
 142.00000000 1512.91286597    4.53301937    0.00545305   -0.00101282    1.22487877
 142.10000000 1513.36615567    4.53277481    0.00545275   -0.00101285    1.22488440
 142.20000000 1513.81942092    4.53253024    0.00545246   -0.00101289    1.22489003
 142.30000000 1514.27266172    4.53228566    0.00545217   -0.00101293    1.22489566
 142.40000000 1514.72587805    4.53204106    0.00545187   -0.00101296    1.22490129
 142.50000000 1515.17906992    4.53179646    0.00545158   -0.00101300    1.22490692
 142.60000000 1515.63223734    4.53155185    0.00545129   -0.00101304    1.22491256
 142.70000000 1516.08538029    4.53130723    0.00545099   -0.00101307    1.22491819
 142.80000000 1516.53849878    4.53106260    0.00545070   -0.00101311    1.22492382
 142.90000000 1516.99159281    4.53081796    0.00545041   -0.00101315    1.22492945
 143.00000000 1517.44466237    4.53057330    0.00545011   -0.00101318    1.22493508
 143.10000000 1517.89770746    4.53032864    0.00544982   -0.00101322    1.22494071
 143.20000000 1518.35072809    4.53008397    0.00544953   -0.00101326    1.22494634
 143.30000000 1518.80372425    4.52983928    0.00544924   -0.00101329    1.22495197
 143.40000000 1519.25669594    4.52959459    0.00544894   -0.00101333    1.22495760
 143.50000000 1519.70964316    4.52934988    0.00544865   -0.00101337    1.22496323
 143.60000000 1520.16256591    4.52910517    0.00544836   -0.00101340    1.22496886
 143.70000000 1520.61546419    4.52886044    0.00544806   -0.00101344    1.22497448
 143.80000000 1521.06833800    4.52861571    0.00544777   -0.00101347    1.22498011
 143.90000000 1521.52118733    4.52837096    0.00544748   -0.00101351    1.22498574
 144.00000000 1521.97401218    4.52812621    0.00544718   -0.00101355    1.22499137
 144.10000000 1522.42681256    4.52788144    0.00544689   -0.00101358    1.22499700
 144.20000000 1522.87958847    4.52763666    0.00544660   -0.00101362    1.22500263
 144.30000000 1523.33233989    4.52739188    0.00544630   -0.00101366    1.22500826
 144.40000000 1523.78506684    4.52714708    0.00544601   -0.00101369    1.22501388
 144.50000000 1524.23776930    4.52690227    0.00544572   -0.00101373    1.22501951
 144.60000000 1524.69044728    4.52665745    0.00544542   -0.00101377    1.22502514
 144.70000000 1525.14310079    4.52641262    0.00544513   -0.00101380    1.22503077
 144.80000000 1525.59572981    4.52616778    0.00544484   -0.00101384    1.22503639
 144.90000000 1526.04833434    4.52592294    0.00544454   -0.00101388    1.22504202
 145.00000000 1526.50091439    4.52567808    0.00544425   -0.00101391    1.22504765
 145.10000000 1526.95346995    4.52543321    0.00544396   -0.00101395    1.22505327
 145.20000000 1527.40600102    4.52518833    0.00544366   -0.00101399    1.22505890
 145.30000000 1527.85850761    4.52494344    0.00544337   -0.00101402    1.22506453
 145.40000000 1528.31098971    4.52469854    0.00544308   -0.00101406    1.22507015
 145.50000000 1528.76344731    4.52445362    0.00544278   -0.00101410    1.22507578
 145.60000000 1529.21588043    4.52420870    0.00544249   -0.00101413    1.22508141
 145.70000000 1529.66828904    4.52396377    0.00544220   -0.00101417    1.22508703
 145.80000000 1530.12067317    4.52371883    0.00544190   -0.00101420    1.22509266
 145.90000000 1530.57303280    4.52347388    0.00544161   -0.00101424    1.22509828
 146.00000000 1531.02536794    4.52322891    0.00544132   -0.00101428    1.22510391
 146.10000000 1531.47767858    4.52298394    0.00544102   -0.00101431    1.22510953
 146.20000000 1531.92996472    4.52273896    0.00544073   -0.00101435    1.22511516
 146.30000000 1532.38222637    4.52249396    0.00544043   -0.00101439    1.22512078
 146.40000000 1532.83446351    4.52224896    0.00544014   -0.00101442    1.22512641
 146.50000000 1533.28667615    4.52200395    0.00543985   -0.00101446    1.22513203
 146.60000000 1533.73886429    4.52175892    0.00543955   -0.00101450    1.22513766
 146.70000000 1534.19102793    4.52151389    0.00543926   -0.00101453    1.22514328
 146.80000000 1534.64316707    4.52126884    0.00543897   -0.00101457    1.22514891
 146.90000000 1535.09528170    4.52102379    0.00543867   -0.00101461    1.22515453
 147.00000000 1535.54737182    4.52077872    0.00543838   -0.00101464    1.22516016
 147.10000000 1535.99943743    4.52053364    0.00543809   -0.00101468    1.22516578
 147.20000000 1536.45147854    4.52028856    0.00543779   -0.00101472    1.22517140
 147.30000000 1536.90349514    4.52004346    0.00543750   -0.00101475    1.22517703
 147.40000000 1537.35548723    4.51979835    0.00543720   -0.00101479    1.22518265
 147.50000000 1537.80745481    4.51955324    0.00543691   -0.00101483    1.22518827
 147.60000000 1538.25939787    4.51930811    0.00543662   -0.00101486    1.22519389
